S5f, S5Zc,S5Z, S5Pc,S5P
1.000000000000000000e+00,9.158628770003854879e+04,9.070840360881028755e+04,-2.866231099186611431e+01,-2.198257524589750656e+00
2.000000000000000000e+00,6.471052351449316484e+04,9.037628623763979704e+04,-3.653585372063722758e+01,-4.381429585466160681e+00
3.000000000000000000e+00,5.333345334799754346e+04,8.983149051896887249e+04,-2.838903689522604523e+01,-6.534905107360954091e+00
4.000000000000000000e+00,4.616547245803096303e+04,8.908653305839483801e+04,-2.907959189136927947e+01,-8.644985611736057507e+00
5.000000000000000000e+00,4.164732652072649216e+04,8.815784358627820620e+04,-2.949531239934898608e+01,-1.069925610442036401e+01
6.000000000000000000e+00,3.822173599830475723e+04,8.706482715977956832e+04,-2.938352177446628133e+01,-1.268686648152501739e+01
7.000000000000000000e+00,3.568878169563935080e+04,8.582884765257274557e+04,-2.922537350947640178e+01,-1.459871235375803522e+01
8.000000000000000000e+00,3.369267706447344972e+04,8.447222618496223004e+04,-2.886987841037979408e+01,-1.642751525825652692e+01
9.000000000000000000e+00,3.202599471956594425e+04,8.301733121168900107e+04,-2.853457094946586992e+01,-1.816781154726513137e+01
1.000000000000000000e+01,3.066860026300709069e+04,8.148581304352916777e+04,-2.792003077774325348e+01,-1.981586572533577595e+01
1.500000000000000000e+01,2.627835106914920107e+04,7.332585224237316288e+04,-2.649019538157747178e+01,-2.664221432394795386e+01
2.000000000000000000e+01,2.387087004665446148e+04,6.548261236919544899e+04,-2.446928197209033939e+01,-3.129119565138020675e+01
2.500000000000000000e+01,2.230938613354681002e+04,5.869493421336902975e+04,-2.296648303840233396e+01,-3.421119411143483546e+01
3.000000000000000000e+01,2.127198363667450394e+04,5.307726723456093168e+04,-2.144715192068412080e+01,-3.586610289373535210e+01
3.500000000000000000e+01,2.048752271751772423e+04,4.850225038158843381e+04,-2.038041083497754968e+01,-3.662904749526448001e+01
4.000000000000000000e+01,1.989272404259392351e+04,4.478591407094457099e+04,-1.930081376444039520e+01,-3.677466196518935959e+01
4.500000000000000000e+01,1.940687205022827402e+04,4.175571139061498980e+04,-1.850235583581433474e+01,-3.649869308389139633e+01
5.000000000000000000e+01,1.902485939744705320e+04,3.926864647165517090e+04,-1.765721063114396472e+01,-3.593931781128971181e+01
5.500000000000000000e+01,1.872195957483808525e+04,3.721162360098473437e+04,-1.708578267498009851e+01,-3.519396349285832315e+01
6.000000000000000000e+01,1.843919434064272718e+04,3.549672015972516965e+04,-1.648331624118144134e+01,-3.433140481703453162e+01
6.500000000000000000e+01,1.820291372838327152e+04,3.405585177131729870e+04,-1.601395760749662500e+01,-3.340021538555832592e+01
7.000000000000000000e+01,1.801216001455685910e+04,3.283616757452740421e+04,-1.552512473774632795e+01,-3.243464397520347120e+01
7.500000000000000000e+01,1.782822321917441150e+04,3.179641421379214444e+04,-1.520926860130902014e+01,-3.145871990525806083e+01
