S4f, S4Zc,S4Z, S4Pc,S4P
1.000000000000000000e+00,6.404936016244359053e+04,9.070840360881028755e+04,-1.354487392019765579e+01,-2.198257524589750656e+00
2.000000000000000000e+00,5.526510584845616540e+04,9.037628623763979704e+04,-1.841293158643716055e+01,-4.381429585466160681e+00
3.000000000000000000e+00,5.072426317040102003e+04,8.983149051896887249e+04,-1.690087029320366696e+01,-6.534905107360954091e+00
4.000000000000000000e+00,4.660382233792966144e+04,8.908653305839483801e+04,-1.861831655943035457e+01,-8.644985611736057507e+00
5.000000000000000000e+00,4.388108139187273628e+04,8.815784358627820620e+04,-1.995837257864976522e+01,-1.069925610442036401e+01
6.000000000000000000e+00,4.149432323066465324e+04,8.706482715977956832e+04,-2.092128477603720427e+01,-1.268686648152501739e+01
7.000000000000000000e+00,3.944072791304159182e+04,8.582884765257274557e+04,-2.169037164886398372e+01,-1.459871235375803522e+01
8.000000000000000000e+00,3.771865860809082369e+04,8.447222618496223004e+04,-2.211154023183281225e+01,-1.642751525825652692e+01
9.000000000000000000e+00,3.614834055966515007e+04,8.301733121168900107e+04,-2.238384029013345256e+01,-1.816781154726513137e+01
1.000000000000000000e+01,3.487388316570617462e+04,8.148581304352916777e+04,-2.231066459086472520e+01,-1.981586572533577595e+01
1.500000000000000000e+01,3.042863806640002440e+04,7.332585224237316288e+04,-2.240589104968950096e+01,-2.664221432394795386e+01
2.000000000000000000e+01,2.786677544834549190e+04,6.548261236919544899e+04,-2.134586742552781757e+01,-3.129119565138020675e+01
2.500000000000000000e+01,2.618743325380259193e+04,5.869493421336902975e+04,-2.050428042187090227e+01,-3.421119411143483546e+01
3.000000000000000000e+01,2.499795305505926081e+04,5.307726723456093168e+04,-1.953389749262056085e+01,-3.586610289373535210e+01
3.500000000000000000e+01,2.408427276580548278e+04,4.850225038158843381e+04,-1.884518967608056172e+01,-3.662904749526448001e+01
4.000000000000000000e+01,2.333045929160962987e+04,4.478591407094457099e+04,-1.799974199313179923e+01,-3.677466196518935959e+01
4.500000000000000000e+01,2.278895136726602868e+04,4.175571139061498980e+04,-1.733257850975823544e+01,-3.649869308389139633e+01
5.000000000000000000e+01,2.233504979355912292e+04,3.926864647165517090e+04,-1.668052405375188485e+01,-3.593931781128971181e+01
5.500000000000000000e+01,2.195586118991339754e+04,3.721162360098473437e+04,-1.621669020721430599e+01,-3.519396349285832315e+01
6.000000000000000000e+01,2.162244355584376535e+04,3.549672015972516965e+04,-1.569386467720174849e+01,-3.433140481703453162e+01
6.500000000000000000e+01,2.134772965553401082e+04,3.405585177131729870e+04,-1.530938632070188454e+01,-3.340021538555832592e+01
7.000000000000000000e+01,2.110100558131623620e+04,3.283616757452740421e+04,-1.487906349709886555e+01,-3.243464397520347120e+01
7.500000000000000000e+01,2.090087727355545940e+04,3.179641421379214444e+04,-1.457495671634702283e+01,-3.145871990525806083e+01
8.000000000000000000e+01,2.071760311757360978e+04,3.090416550880095383e+04,-1.427113954249172778e+01,-3.048914470831953238e+01
8.500000000000000000e+01,2.052697055556350824e+04,3.013374044908781434e+04,-1.404495801273180611e+01,-2.953734666236789863e+01
9.000000000000000000e+01,2.037291241667784925e+04,2.946464352463915930e+04,-1.374012272644830546e+01,-2.861095216782325679e+01
9.500000000000000000e+01,2.023376489082861372e+04,2.888039385509559725e+04,-1.354086782462273142e+01,-2.771484660188234628e+01
1.000000000000000000e+02,2.009435546578841604e+04,2.836764185661487136e+04,-1.325530546728553993e+01,-2.685194332788899274e+01
1.500000000000000000e+02,1.927878949233324238e+04,2.549555618026808224e+04,-1.231533669891398119e+01,-2.005933281048658401e+01
2.000000000000000000e+02,1.879773696705245675e+04,2.437923131338643725e+04,-1.190163832997997062e+01,-1.578802492797189316e+01
2.500000000000000000e+02,1.841412704751067577e+04,2.383900330844960263e+04,-1.214039980614358605e+01,-1.297324464783291731e+01
3.000000000000000000e+02,1.810050461519048622e+04,2.353873678251716774e+04,-1.239095228063048637e+01,-1.101101276244718008e+01
3.500000000000000000e+02,1.782860328709603709e+04,2.335524048158959340e+04,-1.290775671329789631e+01,-9.577942039364078397e+00
4.000000000000000000e+02,1.758921527022452574e+04,2.323511207669286887e+04,-1.337481619770500529e+01,-8.492172212607666637e+00
4.500000000000000000e+02,1.735648535452028227e+04,2.315225479349786110e+04,-1.405443293993745968e+01,-7.645312963427079112e+00
5.000000000000000000e+02,1.708297419248417282e+04,2.309271742339108823e+04,-1.454270227999093912e+01,-6.969296988181571173e+00
5.500000000000000000e+02,1.688941175312382256e+04,2.304850268312106346e+04,-1.508935625490205013e+01,-6.419430411223114419e+00
6.000000000000000000e+02,1.666819602403967656e+04,2.301476327452146870e+04,-1.557764392217594995e+01,-5.965239707585339168e+00
6.500000000000000000e+02,1.647583410394411840e+04,2.298842404452601841e+04,-1.610379946086187886e+01,-5.585272430123361609e+00
7.000000000000000000e+02,1.629421435051068329e+04,2.296745855338771798e+04,-1.654814805660443611e+01,-5.264008653936235405e+00
7.500000000000000000e+02,1.612470663186488491e+04,2.295048782574421784e+04,-1.708433716138267755e+01,-4.989953075037752761e+00
