12	3.18690e+000	6.32670e-001	1.58060e+000	8.65410e+004	-3.23200e+001	-2.31070e+003	1.07940e-006	7.31330e+004
13	3.54100e+000	6.36170e-001	1.57190e+000	8.32560e+004	-3.24630e+001	-2.00860e+003	1.00580e-006	7.02460e+004
14	3.93440e+000	6.38010e-001	1.56740e+000	8.00980e+004	-3.25380e+001	-1.74270e+003	9.38960e-007	6.75250e+004
15	4.37160e+000	6.38920e-001	1.56520e+000	7.69770e+004	-3.25750e+001	-1.50890e+003	8.78430e-007	6.48670e+004
16	4.85740e+000	6.38000e-001	1.56740e+000	7.39840e+004	-3.25380e+001	-1.30380e+003	8.23400e-007	6.23710e+004
17	5.39710e+000	6.35970e-001	1.57240e+000	7.10350e+004	-3.24550e+001	-1.12410e+003	7.73580e-007	5.99400e+004
18	5.99690e+000	6.32450e-001	1.58120e+000	6.82650e+004	-3.23110e+001	-9.68410e+002	7.27340e-007	5.76950e+004
19	6.66320e+000	6.29570e-001	1.58840e+000	6.55540e+004	-3.21930e+001	-8.34220e+002	6.83910e-007	5.54750e+004
20	7.40360e+000	6.23180e-001	1.60470e+000	6.29970e+004	-3.19300e+001	-7.16240e+002	6.45200e-007	5.34650e+004
21	8.22630e+000	6.16300e-001	1.62260e+000	6.05300e+004	-3.16450e+001	-6.14420e+002	6.09210e-007	5.15300e+004
22	9.14040e+000	6.08060e-001	1.64460e+000	5.82110e+004	-3.13020e+001	-5.26610e+002	5.75740e-007	4.97380e+004
23	1.01560e+001	6.00090e-001	1.66640e+000	5.59720e+004	-3.09670e+001	-4.51330e+002	5.44120e-007	4.79940e+004
24	1.12850e+001	5.89170e-001	1.69730e+000	5.38500e+004	-3.05050e+001	-3.85530e+002	5.15960e-007	4.63960e+004
25	1.25390e+001	5.78740e-001	1.72790e+000	5.18630e+004	-3.00600e+001	-3.29750e+002	4.88610e-007	4.48880e+004
26	1.39320e+001	5.66590e-001	1.76500e+000	4.99770e+004	-2.95360e+001	-2.81450e+002	4.63700e-007	4.34830e+004
27	1.54800e+001	5.53960e-001	1.80520e+000	4.81970e+004	-2.89840e+001	-2.40130e+002	4.40220e-007	4.21610e+004
28	1.72000e+001	5.41120e-001	1.84800e+000	4.64820e+004	-2.84190e+001	-2.04700e+002	4.18300e-007	4.08810e+004
29	1.91110e+001	5.27060e-001	1.89730e+000	4.49240e+004	-2.77910e+001	-1.74440e+002	3.97580e-007	3.97420e+004
30	2.12350e+001	5.12610e-001	1.95080e+000	4.34530e+004	-2.71400e+001	-1.48570e+002	3.78120e-007	3.86690e+004
31	2.35940e+001	4.98030e-001	2.00790e+000	4.20740e+004	-2.64740e+001	-1.26520e+002	3.59630e-007	3.76620e+004
32	2.62160e+001	4.83660e-001	2.06760e+000	4.07710e+004	-2.58110e+001	-1.07770e+002	3.41990e-007	3.67030e+004
33	2.91290e+001	4.68840e-001	2.13290e+000	3.95810e+004	-2.51190e+001	-9.18020e+001	3.25190e-007	3.58380e+004
34	3.23660e+001	4.53580e-001	2.20470e+000	3.84570e+004	-2.43980e+001	-7.81140e+001	3.09560e-007	3.50220e+004
35	3.59620e+001	4.39210e-001	2.27680e+000	3.74090e+004	-2.37120e+001	-6.65760e+001	2.94190e-007	3.42510e+004
36	3.99580e+001	4.25860e-001	2.34820e+000	3.64460e+004	-2.30680e+001	-5.68780e+001	2.78930e-007	3.35320e+004
37	4.43980e+001	4.12390e-001	2.42490e+000	3.55310e+004	-2.24110e+001	-4.85580e+001	2.64630e-007	3.28480e+004
38	4.93320e+001	3.94750e-001	2.53330e+000	3.44800e+004	-2.15410e+001	-4.08450e+001	2.54830e-007	3.20710e+004
39	5.48130e+001	3.87240e-001	2.58240e+000	3.39290e+004	-2.11690e+001	-3.55760e+001	2.36980e-007	3.16400e+004
40	6.09040e+001	3.75420e-001	2.66370e+000	3.31810e+004	-2.05770e+001	-3.04750e+001	2.24080e-007	3.10640e+004
