S5f, S5Zc,S5Z, S5Pc,S5P
5.25E+04,2.47E+03,1.85E+04,-4.20E+01,-3.46E+01
5.50E+04,2.41E+03,1.82E+04,-4.18E+01,-3.58E+01
5.75E+04,2.35E+03,1.79E+04,-4.16E+01,-3.69E+01
6.00E+04,2.30E+03,1.76E+04,-4.13E+01,-3.80E+01
6.25E+04,2.26E+03,1.73E+04,-4.12E+01,-3.91E+01
6.50E+04,2.20E+03,1.70E+04,-4.11E+01,-4.02E+01
6.75E+04,2.16E+03,1.67E+04,-4.08E+01,-4.12E+01
7.00E+04,2.12E+03,1.64E+04,-4.06E+01,-4.21E+01
7.25E+04,2.08E+03,1.61E+04,-4.03E+01,-4.31E+01
7.50E+04,2.05E+03,1.59E+04,-4.01E+01,-4.40E+01
7.75E+04,2.01E+03,1.56E+04,-3.99E+01,-4.48E+01
8.00E+04,1.98E+03,1.53E+04,-3.97E+01,-4.57E+01
8.25E+04,1.95E+03,1.51E+04,-3.94E+01,-4.65E+01
8.50E+04,1.92E+03,1.48E+04,-3.93E+01,-4.72E+01
8.75E+04,1.89E+03,1.46E+04,-3.91E+01,-4.80E+01
9.00E+04,1.87E+03,1.43E+04,-3.88E+01,-4.87E+01
9.25E+04,1.84E+03,1.41E+04,-3.85E+01,-4.94E+01
9.50E+04,1.82E+03,1.39E+04,-3.84E+01,-5.01E+01
9.75E+04,1.80E+03,1.36E+04,-3.82E+01,-5.07E+01
1.00E+05,1.78E+03,1.34E+04,-3.80E+01,-5.13E+01
1.25E+05,1.59E+03,1.15E+04,-3.58E+01,-5.64E+01
1.50E+05,1.48E+03,9.95E+03,-3.38E+01,-6.00E+01
1.75E+05,1.39E+03,8.76E+03,-3.21E+01,-6.26E+01
2.00E+05,1.32E+03,7.81E+03,-3.05E+01,-6.45E+01
2.25E+05,1.27E+03,7.03E+03,-2.90E+01,-6.59E+01
2.50E+05,1.22E+03,6.40E+03,-2.78E+01,-6.68E+01
2.75E+05,1.18E+03,5.86E+03,-2.65E+01,-6.75E+01
3.00E+05,1.15E+03,5.41E+03,-2.55E+01,-6.80E+01
3.25E+05,1.13E+03,5.03E+03,-2.44E+01,-6.83E+01
3.50E+05,1.11E+03,4.69E+03,-2.36E+01,-6.85E+01
3.75E+05,1.09E+03,4.40E+03,-2.27E+01,-6.86E+01
4.00E+05,1.07E+03,4.14E+03,-2.20E+01,-6.86E+01
4.25E+05,1.05E+03,3.92E+03,-2.12E+01,-6.85E+01
4.50E+05,1.04E+03,3.71E+03,-2.06E+01,-6.83E+01
4.75E+05,1.03E+03,3.53E+03,-1.99E+01,-6.81E+01
5.00E+05,1.02E+03,3.37E+03,-1.93E+01,-6.79E+01
5.25E+05,1.01E+03,3.22E+03,-1.87E+01,-6.76E+01
5.50E+05,9.99E+02,3.09E+03,-1.83E+01,-6.73E+01
5.75E+05,9.91E+02,2.96E+03,-1.78E+01,-6.69E+01
6.00E+05,9.82E+02,2.85E+03,-1.74E+01,-6.66E+01
6.25E+05,9.76E+02,2.75E+03,-1.69E+01,-6.62E+01
6.50E+05,9.70E+02,2.65E+03,-1.65E+01,-6.58E+01
6.75E+05,9.64E+02,2.57E+03,-1.61E+01,-6.54E+01
7.00E+05,9.59E+02,2.49E+03,-1.58E+01,-6.50E+01
7.25E+05,9.52E+02,2.41E+03,-1.55E+01,-6.45E+01
7.50E+05,9.48E+02,2.34E+03,-1.51E+01,-6.41E+01
7.75E+05,9.44E+02,2.27E+03,-1.48E+01,-6.37E+01
8.00E+05,9.39E+02,2.21E+03,-1.45E+01,-6.32E+01
8.25E+05,9.36E+02,2.16E+03,-1.42E+01,-6.28E+01
8.50E+05,9.32E+02,2.10E+03,-1.40E+01,-6.23E+01
8.75E+05,9.29E+02,2.05E+03,-1.37E+01,-6.18E+01
9.00E+05,9.26E+02,2.00E+03,-1.35E+01,-6.14E+01
9.25E+05,9.23E+02,1.96E+03,-1.32E+01,-6.09E+01
9.50E+05,9.20E+02,1.92E+03,-1.30E+01,-6.04E+01
9.75E+05,9.17E+02,1.88E+03,-1.28E+01,-6.00E+01
1.00E+06,9.13E+02,1.84E+03,-1.27E+01,-5.95E+01
