12	3.11070e+000	6.32310e-001	1.58150e+000	8.52040e+004	-3.23050e+001	-2.32980e+003	1.12360e-006	7.20150e+004
13	3.44880e+000	6.35460e-001	1.57370e+000	8.20070e+004	-3.24340e+001	-2.02970e+003	1.04920e-006	6.92140e+004
14	3.82360e+000	6.36860e-001	1.57020e+000	7.89620e+004	-3.24920e+001	-1.76560e+003	9.81330e-007	6.66020e+004
15	4.23910e+000	6.37550e-001	1.56850e+000	7.59290e+004	-3.25200e+001	-1.53250e+003	9.19790e-007	6.40240e+004
16	4.69980e+000	6.35960e-001	1.57240e+000	7.30290e+004	-3.24550e+001	-1.32710e+003	8.64100e-007	6.16230e+004
17	5.21060e+000	6.34050e-001	1.57720e+000	7.01800e+004	-3.23770e+001	-1.14790e+003	8.12790e-007	5.92700e+004
18	5.77680e+000	6.30620e-001	1.58580e+000	6.75130e+004	-3.22360e+001	-9.92160e+002	7.65030e-007	5.71060e+004
19	6.40470e+000	6.27430e-001	1.59380e+000	6.48780e+004	-3.21050e+001	-8.56860e+002	7.20680e-007	5.49560e+004
20	7.10070e+000	6.21070e-001	1.61010e+000	6.24000e+004	-3.18430e+001	-7.37920e+002	6.80820e-007	5.30090e+004
21	7.87240e+000	6.14210e-001	1.62810e+000	5.99900e+004	-3.15590e+001	-6.34750e+002	6.43910e-007	5.11180e+004
22	8.72790e+000	6.06180e-001	1.64970e+000	5.77520e+004	-3.12230e+001	-5.45910e+002	6.09120e-007	4.93870e+004
23	9.67650e+000	5.98530e-001	1.67080e+000	5.55790e+004	-3.09010e+001	-4.69470e+002	5.76240e-007	4.76890e+004
24	1.07280e+001	5.88160e-001	1.70020e+000	5.35340e+004	-3.04620e+001	-4.02630e+002	5.46620e-007	4.61440e+004
25	1.18940e+001	5.77520e-001	1.73150e+000	5.15890e+004	-3.00070e+001	-3.45230e+002	5.18650e-007	4.46740e+004
26	1.31870e+001	5.65270e-001	1.76910e+000	4.97420e+004	-2.94780e+001	-2.95430e+002	4.93080e-007	4.33020e+004
27	1.46200e+001	5.53360e-001	1.80710e+000	4.80180e+004	-2.89580e+001	-2.53100e+002	4.68250e-007	4.20140e+004
28	1.62090e+001	5.41030e-001	1.84830e+000	4.63490e+004	-2.84150e+001	-2.16560e+002	4.45210e-007	4.07650e+004
29	1.79700e+001	5.27470e-001	1.89580e+000	4.48140e+004	-2.78100e+001	-1.85180e+002	4.23610e-007	3.96380e+004
30	1.99230e+001	5.13480e-001	1.94750e+000	4.33720e+004	-2.71800e+001	-1.58260e+002	4.03230e-007	3.85830e+004
31	2.20880e+001	4.99340e-001	2.00260e+000	4.20140e+004	-2.65350e+001	-1.35240e+002	3.83900e-007	3.75880e+004
32	2.44890e+001	4.85210e-001	2.06100e+000	4.07530e+004	-2.58830e+001	-1.15620e+002	3.65320e-007	3.66650e+004
33	2.71500e+001	4.70540e-001	2.12520e+000	3.95730e+004	-2.51990e+001	-9.87660e+001	3.47930e-007	3.58070e+004
34	3.01010e+001	4.56380e-001	2.19120e+000	3.84510e+004	-2.45310e+001	-8.44090e+001	3.31210e-007	3.49800e+004
35	3.33720e+001	4.42170e-001	2.26160e+000	3.74260e+004	-2.38540e+001	-7.21830e+001	3.15100e-007	3.42300e+004
36	3.69990e+001	4.28910e-001	2.33150e+000	3.64590e+004	-2.32150e+001	-6.18200e+001	2.99320e-007	3.35070e+004
37	4.10200e+001	4.15090e-001	2.40910e+000	3.55280e+004	-2.25430e+001	-5.28480e+001	2.84860e-007	3.28140e+004
38	4.54770e+001	4.00340e-001	2.49790e+000	3.47230e+004	-2.18180e+001	-4.51650e+001	2.71180e-007	3.22360e+004
