S8f, S8Zc,S8Z, S8Pc,S8P
1.000000000000000000e+00,1.273877602849028772e+05,9.070840360881028755e+04,-1.255379348122764505e+01,-2.198257524589750656e+00
2.000000000000000000e+00,1.118245463684759598e+05,9.037628623763979704e+04,-1.770354906297543707e+01,-4.381429585466160681e+00
3.000000000000000000e+00,1.018005493202333164e+05,8.983149051896887249e+04,-1.660299487268506624e+01,-6.534905107360954091e+00
4.000000000000000000e+00,9.451752572849292483e+04,8.908653305839483801e+04,-1.815929433380300395e+01,-8.644985611736057507e+00
5.000000000000000000e+00,8.965766171221798868e+04,8.815784358627820620e+04,-1.988197748521314523e+01,-1.069925610442036401e+01
6.000000000000000000e+00,8.482261271722188394e+04,8.706482715977956832e+04,-2.105730610674028824e+01,-1.268686648152501739e+01
7.000000000000000000e+00,8.107649367756901484e+04,8.582884765257274557e+04,-2.208625472615494800e+01,-1.459871235375803522e+01
8.000000000000000000e+00,7.772076490176377411e+04,8.447222618496223004e+04,-2.278025595838806439e+01,-1.642751525825652692e+01
9.000000000000000000e+00,7.483540429801146092e+04,8.301733121168900107e+04,-2.343775986315909776e+01,-1.816781154726513137e+01
1.000000000000000000e+01,7.231016843482501281e+04,8.148581304352916777e+04,-2.379317126923676895e+01,-1.981586572533577595e+01
1.500000000000000000e+01,6.303387856919691694e+04,7.332585224237316288e+04,-2.575758034423713383e+01,-2.664221432394795386e+01
2.000000000000000000e+01,5.695762487928371411e+04,6.548261236919544899e+04,-2.619383743904850093e+01,-3.129119565138020675e+01
2.500000000000000000e+01,5.280897539920316194e+04,5.869493421336902975e+04,-2.662118779365624377e+01,-3.421119411143483546e+01
3.000000000000000000e+01,4.956506521038425853e+04,5.307726723456093168e+04,-2.656722604569963764e+01,-3.586610289373535210e+01
3.500000000000000000e+01,4.707612908845103811e+04,4.850225038158843381e+04,-2.662645412041363713e+01,-3.662904749526448001e+01
4.000000000000000000e+01,4.502460031289976905e+04,4.478591407094457099e+04,-2.643924806866291988e+01,-3.677466196518935959e+01
4.500000000000000000e+01,4.331780349154891883e+04,4.175571139061498980e+04,-2.637844337947768736e+01,-3.649869308389139633e+01
5.000000000000000000e+01,4.192481510517810239e+04,3.926864647165517090e+04,-2.619166178502290521e+01,-3.593931781128971181e+01
5.500000000000000000e+01,4.064173873058577738e+04,3.721162360098473437e+04,-2.617822485898048157e+01,-3.519396349285832315e+01
6.000000000000000000e+01,3.951506608836237137e+04,3.549672015972516965e+04,-2.597322709341398550e+01,-3.433140481703453162e+01
6.500000000000000000e+01,3.852458219973012456e+04,3.405585177131729870e+04,-2.587767424030135999e+01,-3.340021538555832592e+01
7.000000000000000000e+01,3.762821925471143913e+04,3.283616757452740421e+04,-2.562942871541891776e+01,-3.243464397520347120e+01
7.500000000000000000e+01,3.689636262034962419e+04,3.179641421379214444e+04,-2.551528027802210019e+01,-3.145871990525806083e+01
8.000000000000000000e+01,3.617324300145696907e+04,3.090416550880095383e+04,-2.533366842509024508e+01,-3.048914470831953238e+01
8.500000000000000000e+01,3.555348915622165077e+04,3.013374044908781434e+04,-2.525370196582385773e+01,-2.953734666236789863e+01
9.000000000000000000e+01,3.493583633362203545e+04,2.946464352463915930e+04,-2.509551328806320569e+01,-2.861095216782325679e+01
9.500000000000000000e+01,3.435938675455038174e+04,2.888039385509559725e+04,-2.495086235479253034e+01,-2.771484660188234628e+01
1.000000000000000000e+02,3.388109771878312313e+04,2.836764185661487136e+04,-2.469548079012410824e+01,-2.685194332788899274e+01
