1	1.00000e+000	2.10460e-001	4.75140e+000	3.02030e+004	-1.18850e+001	-9.90010e+002	2.55860e-005	2.95560e+004
2	1.11110e+000	2.12180e-001	4.71300e+000	2.98230e+004	-1.19790e+001	-8.86650e+002	2.31400e-005	2.91730e+004
3	1.23460e+000	2.15610e-001	4.63790e+000	2.93880e+004	-1.21680e+001	-7.98510e+002	2.08120e-005	2.87280e+004
4	1.37180e+000	2.19140e-001	4.56330e+000	2.90550e+004	-1.23600e+001	-7.21600e+002	1.86550e-005	2.83820e+004
5	1.52420e+000	2.22830e-001	4.48780e+000	2.86750e+004	-1.25620e+001	-6.51220e+002	1.67430e-005	2.79890e+004
6	1.69360e+000	2.26840e-001	4.40840e+000	2.83520e+004	-1.27810e+001	-5.89420e+002	1.49830e-005	2.76490e+004
7	1.88180e+000	2.30740e-001	4.33400e+000	2.79830e+004	-1.29930e+001	-5.32110e+002	1.34440e-005	2.72660e+004
8	2.09080e+000	2.35140e-001	4.25280e+000	2.76500e+004	-1.32320e+001	-4.81770e+002	1.20270e-005	2.69160e+004
9	2.32320e+000	2.39390e-001	4.17730e+000	2.72860e+004	-1.34630e+001	-4.35190e+002	1.07850e-005	2.65360e+004
10	2.58130e+000	2.43950e-001	4.09920e+000	2.69430e+004	-1.37090e+001	-3.93710e+002	9.65570e-006	2.61760e+004
11	2.86820e+000	2.48430e-001	4.02530e+000	2.65710e+004	-1.39520e+001	-3.55480e+002	8.66210e-006	2.57870e+004
12	3.18690e+000	2.53080e-001	3.95130e+000	2.62190e+004	-1.42020e+001	-3.21250e+002	7.76370e-006	2.54170e+004
13	3.54100e+000	2.57620e-001	3.88170e+000	2.58350e+004	-1.44460e+001	-2.89690e+002	6.97380e-006	2.50180e+004
14	3.93440e+000	2.62430e-001	3.81050e+000	2.54670e+004	-1.47050e+001	-2.61500e+002	6.25750e-006	2.46330e+004
15	4.37160e+000	2.66740e-001	3.74900e+000	2.50730e+004	-1.49350e+001	-2.35260e+002	5.63400e-006	2.42260e+004
16	4.85740e+000	2.71270e-001	3.68630e+000	2.46920e+004	-1.51770e+001	-2.11820e+002	5.06830e-006	2.38310e+004
17	5.39710e+000	2.75300e-001	3.63240e+000	2.42860e+004	-1.53920e+001	-1.90090e+002	4.57460e-006	2.34150e+004
18	5.99690e+000	2.79490e-001	3.57800e+000	2.38920e+004	-1.56150e+001	-1.70680e+002	4.12690e-006	2.30100e+004
19	6.66320e+000	2.83650e-001	3.52550e+000	2.34810e+004	-1.58360e+001	-1.53050e+002	3.72770e-006	2.25900e+004
20	7.40360e+000	2.87500e-001	3.47820e+000	2.30840e+004	-1.60400e+001	-1.37120e+002	3.37030e-006	2.21860e+004
21	8.22630e+000	2.90600e-001	3.44120e+000	2.26690e+004	-1.62040e+001	-1.22390e+002	3.05840e-006	2.17690e+004
22	9.14040e+000	2.93380e-001	3.40860e+000	2.22580e+004	-1.63510e+001	-1.09110e+002	2.77890e-006	2.13580e+004
23	1.01560e+001	2.95820e-001	3.38040e+000	2.18400e+004	-1.64800e+001	-9.70890e+001	2.52940e-006	2.09430e+004
24	1.12850e+001	2.97850e-001	3.35750e+000	2.14310e+004	-1.65860e+001	-8.62810e+001	2.30550e-006	2.05390e+004
25	1.25390e+001	2.98750e-001	3.34730e+000	2.10160e+004	-1.66340e+001	-7.63590e+001	2.11000e-006	2.01360e+004
26	1.39320e+001	2.99090e-001	3.34340e+000	2.06060e+004	-1.66520e+001	-6.74550e+001	1.93470e-006	1.97420e+004
27	1.54800e+001	2.98360e-001	3.35170e+000	2.01970e+004	-1.66130e+001	-5.93700e+001	1.78050e-006	1.93540e+004
28	1.72000e+001	2.97600e-001	3.36030e+000	1.97940e+004	-1.65730e+001	-5.22430e+001	1.63890e-006	1.89720e+004
29	1.91110e+001	2.95540e-001	3.38370e+000	1.94030e+004	-1.64650e+001	-4.57970e+001	1.51440e-006	1.86080e+004
30	2.12350e+001	2.92670e-001	3.41680e+000	1.90220e+004	-1.63130e+001	-4.00470e+001	1.40280e-006	1.82560e+004
31	2.35940e+001	2.88930e-001	3.46110e+000	1.86530e+004	-1.61150e+001	-3.49260e+001	1.30280e-006	1.79200e+004
