S3f, S3Zc,S3Z, S3Pc,S3P
3.000000000000000000e+00,1.283637107560086733e+05,8.983149051896887249e+04,-1.969166943310014872e+01,-6.534905107360954091e+00
4.000000000000000000e+00,1.162680805952376395e+05,8.908653305839483801e+04,-2.015181428508672568e+01,-8.644985611736057507e+00
5.000000000000000000e+00,1.078034584689301118e+05,8.815784358627820620e+04,-2.021444350955321667e+01,-1.069925610442036401e+01
6.000000000000000000e+00,1.027071769196704845e+05,8.706482715977956832e+04,-2.000642469216117547e+01,-1.268686648152501739e+01
7.000000000000000000e+00,9.840381161445984617e+04,8.582884765257274557e+04,-2.017066065033500166e+01,-1.459871235375803522e+01
8.000000000000000000e+00,9.500429168372350978e+04,8.447222618496223004e+04,-2.021359748667886080e+01,-1.642751525825652692e+01
9.000000000000000000e+00,9.171539661603493732e+04,8.301733121168900107e+04,-2.028727401227285654e+01,-1.816781154726513137e+01
1.000000000000000000e+01,8.914295159369858447e+04,8.148581304352916777e+04,-2.004615794481998137e+01,-1.981586572533577595e+01
1.500000000000000000e+01,8.051372312788148702e+04,7.332585224237316288e+04,-2.028440166786086607e+01,-2.664221432394795386e+01
2.000000000000000000e+01,7.499131502597600047e+04,6.548261236919544899e+04,-2.003648308725563965e+01,-3.129119565138020675e+01
2.500000000000000000e+01,7.108765541936397494e+04,5.869493421336902975e+04,-2.012243992138706616e+01,-3.421119411143483546e+01
3.000000000000000000e+01,6.818005884488752054e+04,5.307726723456093168e+04,-1.997817420471113437e+01,-3.586610289373535210e+01
3.500000000000000000e+01,6.565608504187475774e+04,4.850225038158843381e+04,-2.006613359071119618e+01,-3.662904749526448001e+01
4.000000000000000000e+01,6.372903281980298925e+04,4.478591407094457099e+04,-1.991698496081759373e+01,-3.677466196518935959e+01
4.500000000000000000e+01,6.198261151615187555e+04,4.175571139061498980e+04,-1.997597246952063443e+01,-3.649869308389139633e+01
5.000000000000000000e+01,6.061600346093722328e+04,3.926864647165517090e+04,-1.992694070390539096e+01,-3.593931781128971181e+01
5.500000000000000000e+01,5.917672320407551160e+04,3.721162360098473437e+04,-2.003261905975373480e+01,-3.519396349285832315e+01
6.000000000000000000e+01,5.800170122708949202e+04,3.549672015972516965e+04,-1.989462685093350203e+01,-3.433140481703453162e+01
6.500000000000000000e+01,5.697574445386278967e+04,3.405585177131729870e+04,-1.990907563169834305e+01,-3.340021538555832592e+01
7.000000000000000000e+01,5.608732583628942666e+04,3.283616757452740421e+04,-1.985647336955780773e+01,-3.243464397520347120e+01
7.500000000000000000e+01,5.516093709132693766e+04,3.179641421379214444e+04,-1.991305877886244247e+01,-3.145871990525806083e+01
