S2f, S2Zc,S2Z, S2Pc,S2P
1.000000000000000000e+00,6.707169238617333758e+04,9.070840360881028755e+04,-9.381252660821171929e+00,-2.198257524589750656e+00
2.000000000000000000e+00,6.009506928295354737e+04,9.037628623763979704e+04,-1.222684404057654106e+01,-4.381429585466160681e+00
3.000000000000000000e+00,5.636074455711581686e+04,8.983149051896887249e+04,-9.881356016416599886e+00,-6.534905107360954091e+00
4.000000000000000000e+00,5.416184057850598765e+04,8.908653305839483801e+04,-1.055456043171023417e+01,-8.644985611736057507e+00
5.000000000000000000e+00,5.219149538274040970e+04,8.815784358627820620e+04,-1.126542277919426382e+01,-1.069925610442036401e+01
6.000000000000000000e+00,5.072355281882293639e+04,8.706482715977956832e+04,-1.162726574235363231e+01,-1.268686648152501739e+01
7.000000000000000000e+00,4.943669160903080774e+04,8.582884765257274557e+04,-1.202822793519603728e+01,-1.459871235375803522e+01
8.000000000000000000e+00,4.839227301467242796e+04,8.447222618496223004e+04,-1.226580946488978441e+01,-1.642751525825652692e+01
9.000000000000000000e+00,4.744311408251729154e+04,8.301733121168900107e+04,-1.255981285143960413e+01,-1.816781154726513137e+01
1.000000000000000000e+01,4.659165159100694291e+04,8.148581304352916777e+04,-1.268817469330801195e+01,-1.981586572533577595e+01
1.500000000000000000e+01,4.338552477236963023e+04,7.332585224237316288e+04,-1.354788300679249957e+01,-2.664221432394795386e+01
2.000000000000000000e+01,4.121431240165829513e+04,6.548261236919544899e+04,-1.373290686499457003e+01,-3.129119565138020675e+01
2.500000000000000000e+01,3.956042185673470522e+04,5.869493421336902975e+04,-1.395608132755170239e+01,-3.421119411143483546e+01
3.000000000000000000e+01,3.830756855704241025e+04,5.307726723456093168e+04,-1.386596912876784238e+01,-3.586610289373535210e+01
3.500000000000000000e+01,3.728096466336141020e+04,4.850225038158843381e+04,-1.390144994918871468e+01,-3.662904749526448001e+01
4.000000000000000000e+01,3.643790222590986377e+04,4.478591407094457099e+04,-1.376292323137392160e+01,-3.677466196518935959e+01
4.500000000000000000e+01,3.570536975547182374e+04,4.175571139061498980e+04,-1.368888350809115195e+01,-3.649869308389139633e+01
5.000000000000000000e+01,3.519110998779502552e+04,3.926864647165517090e+04,-1.358588518747225926e+01,-3.593931781128971181e+01
5.500000000000000000e+01,3.459939053611599229e+04,3.721162360098473437e+04,-1.361572969327042060e+01,-3.519396349285832315e+01
6.000000000000000000e+01,3.414071339828368218e+04,3.549672015972516965e+04,-1.347345977425293206e+01,-3.433140481703453162e+01
6.500000000000000000e+01,3.371913900570954866e+04,3.405585177131729870e+04,-1.344058019495106748e+01,-3.340021538555832592e+01
7.000000000000000000e+01,3.336523040463345387e+04,3.283616757452740421e+04,-1.333055475257234335e+01,-3.243464397520347120e+01
7.500000000000000000e+01,3.304606176891545329e+04,3.179641421379214444e+04,-1.334293731294722818e+01,-3.145871990525806083e+01
8.000000000000000000e+01,3.272468754767264909e+04,3.090416550880095383e+04,-1.327559898383014669e+01,-3.048914470831953238e+01
