S5f, S5Zc,S5Z, S5Pc,S5P
1.000000000000000000e+00,2.886954522665864788e+05,9.070840360881028755e+04,-2.060579112276566605e+01,-2.198257524589750656e+00
2.000000000000000000e+00,2.272904008933299046e+05,9.037628623763979704e+04,-2.707993617559377242e+01,-4.381429585466160681e+00
3.000000000000000000e+00,1.968468620833418972e+05,8.983149051896887249e+04,-2.229893627303221137e+01,-6.534905107360954091e+00
4.000000000000000000e+00,1.777964709089354146e+05,8.908653305839483801e+04,-2.355864053972704752e+01,-8.644985611736057507e+00
5.000000000000000000e+00,1.642223048733099131e+05,8.815784358627820620e+04,-2.484707168760815321e+01,-1.069925610442036401e+01
6.000000000000000000e+00,1.530277731378409662e+05,8.706482715977956832e+04,-2.549231415118488542e+01,-1.268686648152501739e+01
7.000000000000000000e+00,1.441132771231387160e+05,8.582884765257274557e+04,-2.591420097449890037e+01,-1.459871235375803522e+01
8.000000000000000000e+00,1.374805107146050432e+05,8.447222618496223004e+04,-2.606563518949793234e+01,-1.642751525825652692e+01
9.000000000000000000e+00,1.317393714799632144e+05,8.301733121168900107e+04,-2.639977574192652909e+01,-1.816781154726513137e+01
1.000000000000000000e+01,1.265387646246895747e+05,8.148581304352916777e+04,-2.641702012015055701e+01,-1.981586572533577595e+01
1.500000000000000000e+01,1.087437086048161145e+05,7.332585224237316288e+04,-2.700193819109365023e+01,-2.664221432394795386e+01
2.000000000000000000e+01,9.782785437397223723e+04,6.548261236919544899e+04,-2.622820603377899573e+01,-3.129119565138020675e+01
2.500000000000000000e+01,9.099476164524075284e+04,5.869493421336902975e+04,-2.566432738287043591e+01,-3.421119411143483546e+01
3.000000000000000000e+01,8.593933959324765601e+04,5.307726723456093168e+04,-2.494249394058868674e+01,-3.586610289373535210e+01
3.500000000000000000e+01,8.203898274882957048e+04,4.850225038158843381e+04,-2.454982818433662928e+01,-3.662904749526448001e+01
4.000000000000000000e+01,7.863692507743375609e+04,4.478591407094457099e+04,-2.386417165498421511e+01,-3.677466196518935959e+01
4.500000000000000000e+01,7.624600464588793693e+04,4.175571139061498980e+04,-2.331126726601499399e+01,-3.649869308389139633e+01
5.000000000000000000e+01,7.438778476721172046e+04,3.926864647165517090e+04,-2.288403998485555135e+01,-3.593931781128971181e+01
5.500000000000000000e+01,7.239804117687829421e+04,3.721162360098473437e+04,-2.264599370707327708e+01,-3.519396349285832315e+01
6.000000000000000000e+01,7.090588243415374018e+04,3.549672015972516965e+04,-2.224238039695633873e+01,-3.433140481703453162e+01
6.500000000000000000e+01,6.940909768500525388e+04,3.405585177131729870e+04,-2.201172718881617740e+01,-3.340021538555832592e+01
7.000000000000000000e+01,6.820302755322166195e+04,3.283616757452740421e+04,-2.164260805418406264e+01,-3.243464397520347120e+01
7.500000000000000000e+01,6.710983237237326102e+04,3.179641421379214444e+04,-2.143488143508654531e+01,-3.145871990525806083e+01
8.000000000000000000e+01,6.615160026213673700e+04,3.090416550880095383e+04,-2.118565786653456584e+01,-3.048914470831953238e+01
8.500000000000000000e+01,6.516238757656390953e+04,3.013374044908781434e+04,-2.105128844687612499e+01,-2.953734666236789863e+01
9.000000000000000000e+01,6.423886267216556007e+04,2.946464352463915930e+04,-2.074036960270170837e+01,-2.861095216782325679e+01
9.500000000000000000e+01,6.354126157893169875e+04,2.888039385509559725e+04,-2.053583388600267412e+01,-2.771484660188234628e+01
1.000000000000000000e+02,6.281011961862505996e+04,2.836764185661487136e+04,-2.025475420792007597e+01,-2.685194332788899274e+01
1.500000000000000000e+02,5.801834485089109512e+04,2.549555618026808224e+04,-1.948796666205963390e+01,-2.005933281048658401e+01
2.000000000000000000e+02,5.511783150480478071e+04,2.437923131338643725e+04,-1.889037571134118210e+01,-1.578802492797189316e+01
2.500000000000000000e+02,5.299473429814614065e+04,2.383900330844960263e+04,-1.890754555267179171e+01,-1.297324464783291731e+01
3.000000000000000000e+02,5.140038094776368234e+04,2.353873678251716774e+04,-1.900198492555736607e+01,-1.101101276244718008e+01
3.500000000000000000e+02,5.002589062457698310e+04,2.335524048158959340e+04,-1.942401544367287514e+01,-9.577942039364078397e+00
4.000000000000000000e+02,4.879644077099309652e+04,2.323511207669286887e+04,-1.977748826008078709e+01,-8.492172212607666637e+00
4.500000000000000000e+02,4.769951373754530505e+04,2.315225479349786110e+04,-2.025313934418286621e+01,-7.645312963427079112e+00
5.000000000000000000e+02,4.676122021243102063e+04,2.309271742339108823e+04,-2.066904113409090371e+01,-6.969296988181571173e+00
5.500000000000000000e+02,4.581867299470512080e+04,2.304850268312106346e+04,-2.120711248409704197e+01,-6.419430411223114419e+00
6.000000000000000000e+02,4.496201903254597710e+04,2.301476327452146870e+04,-2.161224887410443429e+01,-5.965239707585339168e+00
6.500000000000000000e+02,4.415359064031289017e+04,2.298842404452601841e+04,-2.206794455059132432e+01,-5.585272430123361609e+00
7.000000000000000000e+02,4.346680651474763727e+04,2.296745855338771798e+04,-2.246366920563140113e+01,-5.264008653936235405e+00
7.500000000000000000e+02,4.274897507530961593e+04,2.295048782574421784e+04,-2.295810427469880821e+01,-4.989953075037752761e+00
8.000000000000000000e+02,4.205987912989292818e+04,2.293654728326885379e+04,-2.331350541506250451e+01,-4.754415485032457589e+00
8.500000000000000000e+02,4.147492390956062445e+04,2.292494592382951305e+04,-2.376383555919448654e+01,-4.550707567985599056e+00
9.000000000000000000e+02,4.079438151417568588e+04,2.291517828955750520e+04,-2.411744828128595586e+01,-4.373599761970240252e+00
9.500000000000000000e+02,4.022381466431581794e+04,2.290686777522810371e+04,-2.443197291171233587e+01,-4.218945301412190041e+00
1.000000000000000000e+03,3.972330067055509426e+04,2.289972915168909822e+04,-2.469289747934093171e+01,-4.083414509894874200e+00
1.500000000000000000e+03,3.539154620874943066e+04,2.286134670845151413e+04,-2.821501481898425823e+01,-3.361997580027585641e+00
2.000000000000000000e+03,3.216845890464746117e+04,2.284503911389150380e+04,-3.040084494881120492e+01,-3.190529599641628522e+00
2.500000000000000000e+03,2.971815044570464670e+04,2.283435587482855044e+04,-3.248948488335577878e+01,-3.239829019684681732e+00
3.000000000000000000e+03,2.767178844467284216e+04,2.282523192239655327e+04,-3.396896647733931474e+01,-3.399583380516478126e+00
3.500000000000000000e+03,2.596747620895759246e+04,2.281627514953334321e+04,-3.536219886718420469e+01,-3.622390677216571042e+00
4.000000000000000000e+03,2.454272085446404890e+04,2.280690576967749803e+04,-3.640960019373176948e+01,-3.884503647794760983e+00
4.500000000000000000e+03,2.322468205944895817e+04,2.279684876666197670e+04,-3.737496250488345595e+01,-4.172703690474904192e+00
5.000000000000000000e+03,2.219598727641990627e+04,2.278596136458204637e+04,-3.806951283656960783e+01,-4.479041327662377725e+00
5.500000000000000000e+03,2.118896467904892415e+04,2.277416469607689942e+04,-3.884822126288551658e+01,-4.798442939886557568e+00
6.000000000000000000e+03,2.033687254207414662e+04,2.276141349221769269e+04,-3.933134557043318580e+01,-5.127513279809233993e+00
6.500000000000000000e+03,1.959762149090872845e+04,2.274768140364792271e+04,-3.994776911826264154e+01,-5.463890353566883462e+00
7.000000000000000000e+03,1.885062874426129201e+04,2.273295337375495365e+04,-4.038514393657430190e+01,-5.805876652528153770e+00
7.500000000000000000e+03,1.823148136140002316e+04,2.271722144007013412e+04,-4.077829865270766163e+01,-6.152217837583362048e+00
8.000000000000000000e+03,1.765784352703038894e+04,2.270048230787553621e+04,-4.111867266614362393e+01,-6.501964393509103601e+00
8.500000000000000000e+03,1.712299960964063575e+04,2.268273588837172792e+04,-4.148497514549792697e+01,-6.854382102028776735e+00
9.000000000000000000e+03,1.664593981981380057e+04,2.266398438534644083e+04,-4.179972870522270512e+01,-7.208892354642751243e+00
9.500000000000000000e+03,1.615431787963689749e+04,2.264423170574526375e+04,-4.210015438583965874e+01,-7.565031314673976048e+00
1.000000000000000000e+04,1.573914237771749322e+04,2.262348306789611888e+04,-4.223557946573754407e+01,-7.922421332848547770e+00
1.250000000000000000e+04,1.397498823179509236e+04,2.250504704226196191e+04,-4.341968254091777624e+01,-9.718792237815753410e+00
1.500000000000000000e+04,1.266180604812585261e+04,2.236293898962027379e+04,-4.386572836774534778e+01,-1.151506876918176125e+01
1.750000000000000000e+04,1.165863971353110719e+04,2.219848700003611884e+04,-4.429343262378682056e+01,-1.329795519781142055e+01
2.000000000000000000e+04,1.083086928058647209e+04,2.201321156293595413e+04,-4.451421411623638846e+01,-1.505923689372403906e+01
2.250000000000000000e+04,1.013276701538582893e+04,2.180876798178155514e+04,-4.466466205592043792e+01,-1.679316643147992494e+01
