S9f, S9Zc,S9Z, S9Pc,S9P
3.00E+00,1.34E+05,8.98E+04,-1.75E+01,-6.53E+00
4.00E+00,1.25E+05,8.91E+04,-1.82E+01,-8.64E+00
5.00E+00,1.19E+05,8.82E+04,-1.97E+01,-1.07E+01
6.00E+00,1.12E+05,8.71E+04,-2.07E+01,-1.27E+01
7.00E+00,1.07E+05,8.58E+04,-2.13E+01,-1.46E+01
8.00E+00,1.03E+05,8.45E+04,-2.17E+01,-1.64E+01
9.00E+00,9.92E+04,8.30E+04,-2.22E+01,-1.82E+01
1.00E+01,9.61E+04,8.15E+04,-2.24E+01,-1.98E+01
1.50E+01,8.43E+04,7.33E+04,-2.37E+01,-2.66E+01
2.00E+01,7.71E+04,6.55E+04,-2.38E+01,-3.13E+01
2.50E+01,7.17E+04,5.87E+04,-2.39E+01,-3.42E+01
3.00E+01,6.78E+04,5.31E+04,-2.35E+01,-3.59E+01
3.50E+01,6.49E+04,4.85E+04,-2.34E+01,-3.66E+01
4.00E+01,6.24E+04,4.48E+04,-2.30E+01,-3.68E+01
4.50E+01,6.03E+04,4.18E+04,-2.27E+01,-3.65E+01
5.00E+01,5.88E+04,3.93E+04,-2.24E+01,-3.59E+01
5.50E+01,5.73E+04,3.72E+04,-2.23E+01,-3.52E+01
6.00E+01,5.61E+04,3.55E+04,-2.21E+01,-3.43E+01
6.50E+01,5.49E+04,3.41E+04,-2.19E+01,-3.34E+01
7.00E+01,5.39E+04,3.28E+04,-2.17E+01,-3.24E+01
7.50E+01,5.30E+04,3.18E+04,-2.16E+01,-3.15E+01
8.00E+01,5.23E+04,3.09E+04,-2.14E+01,-3.05E+01
8.50E+01,5.15E+04,3.01E+04,-2.13E+01,-2.95E+01
9.00E+01,5.08E+04,2.95E+04,-2.11E+01,-2.86E+01
9.50E+01,5.02E+04,2.89E+04,-2.10E+01,-2.77E+01
1.00E+02,4.97E+04,2.84E+04,-2.08E+01,-2.69E+01
1.50E+02,4.55E+04,2.55E+04,-2.08E+01,-2.01E+01
2.00E+02,4.30E+04,2.44E+04,-2.06E+01,-1.58E+01
2.50E+02,4.10E+04,2.38E+04,-2.09E+01,-1.30E+01
3.00E+02,3.96E+04,2.35E+04,-2.11E+01,-1.10E+01
3.50E+02,3.83E+04,2.34E+04,-2.16E+01,-9.58E+00
4.00E+02,3.72E+04,2.32E+04,-2.20E+01,-8.49E+00
4.50E+02,3.63E+04,2.32E+04,-2.26E+01,-7.65E+00
5.00E+02,3.54E+04,2.31E+04,-2.31E+01,-6.97E+00
5.50E+02,3.46E+04,2.30E+04,-2.36E+01,-6.42E+00
6.00E+02,3.39E+04,2.30E+04,-2.41E+01,-5.97E+00
