f,ZN4L,PN4l,Perror,Zerror
4500,4963.83245608967,-39.5966273180922,1.68886554554878,3.7796838252646
5000,4718.94364066588,-40.535302748115,1.88482099890739,3.78756946174882
5500,4502.73069463864,-41.3405450106068,1.83734494130747,3.96836812428544
6000,4310.16131465848,-42.0415734353889,1.39580192634265,3.90464319303298
6500,4137.0148598373,-42.6563336405999,1.37816425052774,3.4141088000441
7000,3979.83721119272,-43.2006331463995,1.5035090134953,3.47363692868609
7500,3838.46783079778,-43.6740470511033,1.52320752381115,3.37510982066423
8000,3708.5530244736,-44.0992247344904,1.30921748059647,3.39966233764163
8500,3588.8782543064,-44.4806880643984,1.3619368182174,3.3288335428954
9000,3479.46266037062,-44.8147953986843,1.42156031544687,3.15698283590925
9500,3376.98494278545,-45.1232035522581,1.39132816940232,3.1540392530195
10000,3283.07800858304,-45.39018494196,1.31212260172987,3.28305545321203
12500,2895.70056416411,-46.3971917805807,1.57822133716708,2.36478057932796
15000,2607.37418926588,-46.9975599152356,1.43340336111863,2.76090911437934
17500,2384.00927119136,-47.3382949588477,1.42655784112629,2.61584190965081
20000,2203.73285031799,-47.5098711089833,1.07693862777273,2.75705043690523
22500,2056.36974653794,-47.5543079565192,1.28234460667101,2.42734676651086
25000,1932.57931901753,-47.5121794183539,1.68579466296309,2.76177484261432
27500,1826.55926025182,-47.4124544306817,0.906582152146221,2.97907891005044
30000,1735.90036013103,-47.2522738603408,0.915971935729827,2.86181753779213
32500,1655.89212655802,-47.0587960259099,0.95973199601222,2.88744324262313
35000,1585.08777774535,-46.84222306613,0.95185755370689,2.86541282260471
37500,1522.17302844537,-46.6085023013007,0.799713844476687,3.02198575743848
40000,1467.00978767911,-46.3431707231153,1.15948699333645,2.89831425462941
42500,1416.33726257755,-46.078878760962,1.15348674423934,2.99243123539326
45000,1371.03927492312,-45.7967835085033,0.805175688620753,3.04995984760357
47500,1329.3722850049,-45.5133400497159,0.70501582668894,3.10533142189098
50000,1291.59612236567,-45.2197958993105,0.897813346205315,3.13976627066598
52500,1256.50273770567,-44.9279761222749,0.517526743916254,3.40094581183983
55000,1224.71303367182,-44.624649362952,1.20134539825308,3.19251665456162
57500,1194.40772358557,-44.3337394901069,1.20626510537956,3.23396922207946
60000,1167.46919627226,-44.0239666198025,0.639776732106865,3.23452593924599
62500,1141.63051259561,-43.7268411268491,1.01876329226439,3.49177092948433
65000,1117.70557511122,-43.4282628030606,0.68941009893853,3.51905119942511
67500,1095.64067152976,-43.1270195577359,0.514828599953957,3.54074910206025
70000,1074.37830829647,-42.8367330726839,0.407520168888399,3.58741893336374
72500,1054.88634600279,-42.5406460024393,0.463210659736209,3.85665512071732
75000,1036.61095125686,-42.2459230871704,0.637746615433706,3.89605189540825
77500,1018.93485898025,-41.9608649793295,0.876882256162732,3.95812855656724
80000,1002.47188567536,-41.6742310623761,0.745346157047627,3.77746876725777
82500,987.174118505467,-41.3856821130852,0.625433587624252,4.07310457872625
85000,972.33306997633,-41.1057478643874,0.651327222315271,3.90638280000397
87500,957.92225791325,-40.8339288052366,0.618239931719647,4.00139994618157
90000,945.067356609493,-40.553060807421,0.642002558554125,4.07629109741195
92500,932.572915338517,-40.2797692824304,0.597584944496679,3.92199188469404
95000,920.411699203918,-40.013766407145,0.587965060483157,3.78311402066544
97500,908.665720630548,-39.7534493693264,1.06372678214831,3.90770963016124
100000,898.073096909443,-39.4891743388611,1.12163441306812,4.27756307175767
125000,811.253450552119,-37.082493187853,0.894104123339351,8.85186756786955
150000,751.519955169139,-34.9953066379682,0.73450546870666,3.98712505194723
175000,708.482702231991,-33.1833741308521,0.632718656061637,7.78514602121239
200000,675.589429248595,-31.6045649686803,0.531303346854833,8.87392366090012
225000,649.868512387688,-30.2271226394731,0.441398888084081,10.3454194988096
250000,629.272737187896,-29.0196293267929,0.361168862654377,11.4392547520515
275000,612.346468838912,-27.9623810593135,0.219886764671885,13.0975293253636
300000,598.240812301988,-27.0269806109677,0.207410172705119,14.1598525786292
325000,586.260003629544,-26.1967973397621,0.044349542512654,15.6385427066838
350000,575.876152906729,-25.4540960281649,-0.0215058554943546,16.712815192721
375000,566.946778947981,-24.795521966398,-0.185770709196632,18.1303784307915
400000,559.13250147887,-24.2071999506584,-0.15515079499684,19.0323538453404
425000,552.020359800638,-23.666308916877,-0.177464505062027,20.5621794846375
450000,545.9907482337,-23.1990714877782,-0.184847778019158,21.9796360835583
475000,540.34578901198,-22.7614207551074,-0.306139331823873,23.1155199480542
500000,535.447923375593,-22.3802051692932,-0.289865093625216,24.486840615797
525000,530.791938326705,-22.0178515761629,-0.415993822411012,25.9691621427459
550000,526.761117681275,-21.7092487688073,-0.614867386754423,26.7593265463625
575000,522.909504996908,-21.4143662642759,-0.591019090982126,28.0856607664791
600000,519.454309206186,-21.1596085364079,-0.68257991722746,29.5828182531704
625000,516.25035351575,-20.9283193529508,-0.726323276819935,30.7158890522396
650000,513.194558221679,-20.7089805410986,-0.741520290376298,31.9135967508519
675000,510.501077840457,-20.5295345742113,-0.881275741586006,33.2668748505891
700000,507.905564199716,-20.3566153808587,-0.806141158688757,34.1737329644692
725000,505.442929669373,-20.196929079835,-0.901599382072335,35.1386542567045
750000,503.226100206054,-20.0704829290246,-0.948659020665123,36.2247533093012
775000,501.081966921938,-19.9481833091904,-0.98148275186841,37.8389510071969
800000,499.006262980743,-19.829830944367,-1.20113462774075,38.4765304644937
825000,497.166411982511,-19.746599589685,-1.17336728244111,39.7364597081506
850000,495.381490193083,-19.6658531277823,-1.13417838941204,40.506013525184
875000,493.648312621145,-19.5874474757184,-1.28668268815293,41.7994610368094
900000,492.02193958641,-19.5252227041188,-1.41824171894767,42.6382983194483
925000,490.511050625408,-19.4817943983551,-1.32289565470929,44.0503283366941
950000,489.040456878025,-19.4395243199019,-1.42310171358898,44.9575008939623
975000,487.60806472371,-19.3983522906815,-1.51595837129539,45.8716913547139
1000000,486.248464083769,-19.3768153892432,-1.59415123929231,46.8436902912441
