12	3.18690e+000	2.09720e-001	4.76830e+000	1.44540e+004	-1.18440e+001	-1.48160e+002	1.68340e-005	1.41460e+004
13	3.54100e+000	2.08630e-001	4.79330e+000	1.42520e+004	-1.17850e+001	-1.30820e+002	1.54420e-005	1.39510e+004
14	3.93440e+000	2.06830e-001	4.83480e+000	1.40530e+004	-1.16860e+001	-1.15140e+002	1.42120e-005	1.37620e+004
15	4.37160e+000	2.04840e-001	4.88180e+000	1.38600e+004	-1.15770e+001	-1.01260e+002	1.30900e-005	1.35780e+004
16	4.85740e+000	2.02080e-001	4.94860e+000	1.36700e+004	-1.14240e+001	-8.87190e+001	1.21010e-005	1.33990e+004
17	5.39710e+000	1.99150e-001	5.02150e+000	1.34880e+004	-1.12630e+001	-7.76840e+001	1.11940e-005	1.32280e+004
18	5.99690e+000	1.95640e-001	5.11130e+000	1.33120e+004	-1.10700e+001	-6.78320e+001	1.03840e-005	1.30640e+004
19	6.66320e+000	1.92140e-001	5.20450e+000	1.31420e+004	-1.08770e+001	-5.92300e+001	9.63240e-006	1.29060e+004
20	7.40360e+000	1.88080e-001	5.31690e+000	1.29800e+004	-1.06520e+001	-5.15760e+001	8.96010e-006	1.27560e+004
21	8.22630e+000	1.83930e-001	5.43700e+000	1.28260e+004	-1.04220e+001	-4.48880e+001	8.33890e-006	1.26140e+004
22	9.14040e+000	1.79460e-001	5.57220e+000	1.26780e+004	-1.01740e+001	-3.89930e+001	7.77540e-006	1.24790e+004
23	1.01560e+001	1.75110e-001	5.71070e+000	1.25370e+004	-9.93210e+000	-3.38860e+001	7.24720e-006	1.23490e+004
24	1.12850e+001	1.70570e-001	5.86270e+000	1.24040e+004	-9.67970e+000	-2.94150e+001	6.76250e-006	1.22270e+004
25	1.25390e+001	1.65920e-001	6.02700e+000	1.22790e+004	-9.42060e+000	-2.55110e+001	6.31570e-006	1.21130e+004
26	1.39320e+001	1.61270e-001	6.20080e+000	1.21570e+004	-9.16090e+000	-2.21110e+001	5.90240e-006	1.20020e+004
27	1.54800e+001	1.56590e-001	6.38630e+000	1.20430e+004	-8.89920e+000	-1.91550e+001	5.51880e-006	1.18980e+004
28	1.72000e+001	1.52130e-001	6.57320e+000	1.19310e+004	-8.65020e+000	-1.66050e+001	5.15660e-006	1.17950e+004
29	1.91110e+001	1.47620e-001	6.77440e+000	1.18300e+004	-8.39690e+000	-1.43870e+001	4.82080e-006	1.17030e+004
30	2.12350e+001	1.43260e-001	6.98030e+000	1.17320e+004	-8.15270e+000	-1.24700e+001	4.50490e-006	1.16140e+004
31	2.35940e+001	1.39020e-001	7.19300e+000	1.16400e+004	-7.91480e+000	-1.08120e+001	4.20860e-006	1.15290e+004
32	2.62160e+001	1.34940e-001	7.41070e+000	1.15520e+004	-7.68510e+000	-9.37860e+000	3.92980e-006	1.14480e+004
33	2.91290e+001	1.31090e-001	7.62840e+000	1.14690e+004	-7.46820e+000	-8.14490e+000	3.66520e-006	1.13720e+004
34	3.23660e+001	1.27530e-001	7.84110e+000	1.13910e+004	-7.26780e+000	-7.08640e+000	3.41230e-006	1.13000e+004
35	3.59620e+001	1.24220e-001	8.05020e+000	1.13180e+004	-7.08120e+000	-6.17430e+000	3.17220e-006	1.12310e+004
36	3.99580e+001	1.21120e-001	8.25610e+000	1.12470e+004	-6.90590e+000	-5.38640e+000	2.94530e-006	1.11650e+004
