S4f, S4Zc,S4Z, S4Pc,S4P
3.00E+00,1.94E+04,8.98E+04,-1.16E+01,-6.53E+00
4.00E+00,1.84E+04,8.91E+04,-1.15E+01,-8.64E+00
5.00E+00,1.77E+04,8.82E+04,-1.15E+01,-1.07E+01
6.00E+00,1.72E+04,8.71E+04,-1.14E+01,-1.27E+01
7.00E+00,1.68E+04,8.58E+04,-1.14E+01,-1.46E+01
8.00E+00,1.64E+04,8.45E+04,-1.12E+01,-1.64E+01
9.00E+00,1.62E+04,8.30E+04,-1.12E+01,-1.82E+01
1.00E+01,1.59E+04,8.15E+04,-1.10E+01,-1.98E+01
1.50E+01,1.49E+04,7.33E+04,-1.06E+01,-2.66E+01
2.00E+01,1.44E+04,6.55E+04,-9.88E+00,-3.13E+01
2.50E+01,1.40E+04,5.87E+04,-9.41E+00,-3.42E+01
3.00E+01,1.37E+04,5.31E+04,-8.88E+00,-3.59E+01
3.50E+01,1.35E+04,4.85E+04,-8.50E+00,-3.66E+01
4.00E+01,1.34E+04,4.48E+04,-8.10E+00,-3.68E+01
4.50E+01,1.32E+04,4.18E+04,-7.89E+00,-3.65E+01
5.00E+01,1.31E+04,3.93E+04,-7.64E+00,-3.59E+01
5.50E+01,1.30E+04,3.72E+04,-7.46E+00,-3.52E+01
6.00E+01,1.29E+04,3.55E+04,-7.25E+00,-3.43E+01
6.50E+01,1.29E+04,3.41E+04,-7.15E+00,-3.34E+01
7.00E+01,1.28E+04,3.28E+04,-6.96E+00,-3.24E+01
7.50E+01,1.28E+04,3.18E+04,-6.91E+00,-3.15E+01
8.00E+01,1.27E+04,3.09E+04,-6.82E+00,-3.05E+01
8.50E+01,1.27E+04,3.01E+04,-6.80E+00,-2.95E+01
9.00E+01,1.26E+04,2.95E+04,-6.71E+00,-2.86E+01
9.50E+01,1.26E+04,2.89E+04,-6.68E+00,-2.77E+01
1.00E+02,1.26E+04,2.84E+04,-6.61E+00,-2.69E+01
1.50E+02,1.23E+04,2.55E+04,-6.86E+00,-2.01E+01
2.00E+02,1.22E+04,2.44E+04,-7.19E+00,-1.58E+01
2.50E+02,1.20E+04,2.38E+04,-7.90E+00,-1.30E+01
3.00E+02,1.19E+04,2.35E+04,-8.52E+00,-1.10E+01
3.50E+02,1.18E+04,2.34E+04,-9.34E+00,-9.58E+00
4.00E+02,1.17E+04,2.32E+04,-1.00E+01,-8.49E+00
4.50E+02,1.16E+04,2.32E+04,-1.08E+01,-7.65E+00
5.00E+02,1.15E+04,2.31E+04,-1.15E+01,-6.97E+00
5.50E+02,1.14E+04,2.30E+04,-1.23E+01,-6.42E+00
6.00E+02,1.12E+04,2.30E+04,-1.30E+01,-5.97E+00
6.50E+02,1.11E+04,2.30E+04,-1.37E+01,-5.59E+00
7.00E+02,1.10E+04,2.30E+04,-1.43E+01,-5.26E+00
7.50E+02,1.09E+04,2.30E+04,-1.50E+01,-4.99E+00
8.00E+02,1.08E+04,2.29E+04,-1.55E+01,-4.75E+00
8.50E+02,1.07E+04,2.29E+04,-1.61E+01,-4.55E+00
9.00E+02,1.06E+04,2.29E+04,-1.67E+01,-4.37E+00
9.50E+02,1.05E+04,2.29E+04,-1.73E+01,-4.22E+00
