S1f, S1Zc,S1Z, S1Pc,S1P
3.00E+00,1.61E+04,8.98E+04,-1.23E+01,-6.53E+00
4.00E+00,1.52E+04,8.91E+04,-1.24E+01,-8.64E+00
5.00E+00,1.45E+04,8.82E+04,-1.26E+01,-1.07E+01
6.00E+00,1.40E+04,8.71E+04,-1.24E+01,-1.27E+01
7.00E+00,1.36E+04,8.58E+04,-1.22E+01,-1.46E+01
8.00E+00,1.32E+04,8.45E+04,-1.20E+01,-1.64E+01
9.00E+00,1.29E+04,8.30E+04,-1.16E+01,-1.82E+01
1.00E+01,1.27E+04,8.15E+04,-1.13E+01,-1.98E+01
1.50E+01,1.20E+04,7.33E+04,-1.03E+01,-2.66E+01
2.00E+01,1.15E+04,6.55E+04,-9.24E+00,-3.13E+01
2.50E+01,1.13E+04,5.87E+04,-8.55E+00,-3.42E+01
3.00E+01,1.11E+04,5.31E+04,-7.95E+00,-3.59E+01
3.50E+01,1.10E+04,4.85E+04,-7.60E+00,-3.66E+01
4.00E+01,1.09E+04,4.48E+04,-7.24E+00,-3.68E+01
4.50E+01,1.08E+04,4.18E+04,-7.02E+00,-3.65E+01
5.00E+01,1.07E+04,3.93E+04,-6.78E+00,-3.59E+01
5.50E+01,1.07E+04,3.72E+04,-6.66E+00,-3.52E+01
6.00E+01,1.06E+04,3.55E+04,-6.48E+00,-3.43E+01
6.50E+01,1.06E+04,3.41E+04,-6.39E+00,-3.34E+01
7.00E+01,1.05E+04,3.28E+04,-6.26E+00,-3.24E+01
7.50E+01,1.05E+04,3.18E+04,-6.25E+00,-3.15E+01
8.00E+01,1.05E+04,3.09E+04,-6.19E+00,-3.05E+01
8.50E+01,1.04E+04,3.01E+04,-6.17E+00,-2.95E+01
9.00E+01,1.04E+04,2.95E+04,-6.09E+00,-2.86E+01
9.50E+01,1.04E+04,2.89E+04,-6.10E+00,-2.77E+01
1.00E+02,1.04E+04,2.84E+04,-6.07E+00,-2.69E+01
1.50E+02,1.02E+04,2.55E+04,-6.54E+00,-2.01E+01
2.00E+02,1.00E+04,2.44E+04,-7.02E+00,-1.58E+01
2.50E+02,9.93E+03,2.38E+04,-7.83E+00,-1.30E+01
3.00E+02,9.82E+03,2.35E+04,-8.46E+00,-1.10E+01
3.50E+02,9.73E+03,2.34E+04,-9.31E+00,-9.58E+00
4.00E+02,9.63E+03,2.32E+04,-1.00E+01,-8.49E+00
4.50E+02,9.54E+03,2.32E+04,-1.09E+01,-7.65E+00
5.00E+02,9.44E+03,2.31E+04,-1.16E+01,-6.97E+00
5.50E+02,9.35E+03,2.30E+04,-1.23E+01,-6.42E+00
6.00E+02,9.26E+03,2.30E+04,-1.29E+01,-5.97E+00
6.50E+02,9.17E+03,2.30E+04,-1.37E+01,-5.59E+00
7.00E+02,9.08E+03,2.30E+04,-1.43E+01,-5.26E+00
7.50E+02,8.99E+03,2.30E+04,-1.50E+01,-4.99E+00
