f,ZN4L,PN4l,Perror,Zerror
87500,1016.41615780524,-43.3178995217563,-2.32029390851938,2.58068727731082
90000,1001.81161700962,-43.0386532290722,-2.81374087820245,2.64565255564983
92500,987.616579569815,-42.7669218840531,-2.2664079252228,2.72856177776075
95000,973.800121946762,-42.5024375789406,-2.58778752285019,2.82910262901339
97500,960.458700446863,-42.243324139187,-2.65928139765446,2.70652029044848
100000,948.455809063184,-41.9778478585832,-2.58780543092031,2.80587957379619
125000,850.179423303531,-39.5415428274177,-1.74322928669347,6.42752570002256
150000,782.73716632651,-37.4010950445753,-1.82217406903358,4.01350560133667
175000,734.312997527947,-35.5212887933621,-1.72773769697167,5.69035882994153
200000,697.359199894257,-33.8753164853438,-1.66926888001312,6.42153848595023
225000,668.485017215115,-32.4314213048133,-2.02173308852725,7.80545903622668
250000,645.38893190514,-31.1543335959524,-1.79908075903702,8.84093247403058
275000,626.495914501395,-30.0311632506845,-1.83625866223896,10.0933927380098
300000,610.737874294534,-29.0361676482587,-1.84401953431743,11.1452988130574
325000,597.364234817569,-28.1503795856896,-1.78044893927729,12.6121908050378
350000,585.776644562142,-27.3545431238721,-1.91597864852512,13.725482845281
375000,575.793290246093,-26.6429427211477,-1.94630780589981,14.7992012834905
400000,567.09418651334,-26.0071182445414,-1.92310444120616,15.79228504259
425000,559.193724924172,-25.4224955952628,-1.93247430973831,17.3959931616112
450000,552.480365045083,-24.9124125418252,-1.90407399438695,18.5145157422287
475000,546.194721155497,-24.4345442737828,-1.97828327993434,19.7856944644147
500000,540.736960341988,-24.0177875158556,-2.0829054575609,20.8919639768779
525000,535.548772551952,-23.6216241321515,-2.13822307788724,22.1052714366254
550000,531.063215294825,-23.2803509274508,-2.05941296444406,23.5406714637994
575000,526.777083326242,-22.9542505325969,-2.13048688505833,24.6326950408049
600000,522.924785244631,-22.6682518770715,-2.3091685642172,25.8875360521609
625000,519.348907249138,-22.4063565872608,-2.24340372882941,26.8064848645484
650000,515.938476526581,-22.1578520349469,-2.33778328660813,28.2421419958809
675000,512.933383388489,-21.9529756016943,-2.3524724656832,29.3945372999745
700000,510.037590908991,-21.7555508939146,-2.34539753622652,30.5924263943886
725000,507.294502769321,-21.5717546987336,-2.50456040057993,31.3917657293366
750000,504.842798776507,-21.4202123653195,-2.40811620032144,32.3069269683045
775000,502.471493170562,-21.2736395384953,-2.49337663921676,33.7207910546496
800000,500.175835892828,-21.1317917946414,-2.56393115918533,34.6955519242841
825000,498.125716209084,-21.0292858104542,-2.58454510015953,35.8038113054281
850000,496.136803358006,-20.9298401679003,-2.5926713267251,36.9321509667113
875000,494.205548349275,-20.8332774174638,-2.79123771410502,38.0798338086431
900000,492.399699164329,-20.7530512465392,-2.76204491163427,38.8041794475024
925000,490.730179864908,-20.6916795090527,-2.90787498315674,39.5892440991501
950000,489.105186429763,-20.6319445478854,-2.84086408317657,40.3837094877193
975000,487.522405426199,-20.5737613209631,-2.76450772801279,41.6732807735408
1000000,486.011464384578,-20.5357600360971,-2.87823161396725,43.0262138852708
